Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Материал,Год
агент,3,"Бишкек, Золотой квадрат, Разакова 15",элитка,200.0,1.0,евроремонт,,,,,,,,,,,,,,330000,42.8681,74.6043,Бишкек,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,4,"Бишкек, VEFA, Горького 128",элитка,145.0,1.0,евроремонт,,,,,,,,,,,,,,164000,42.8568,74.6096,Бишкек,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,56.0,1.0,евроремонт,,,,,1.0,,,,2.8,,совмещенный,,,74300,42.8249,74.591,Бишкек,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2022
агент,1,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",108 серия,45.0,1.0,хорошее,,,,проводной,1.0,1.0,пустая,ламинат,2.8,,совмещенный,бронированная,паркинг,60500,42.8249,74.591,Бишкек,8,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2022
агент,1,"Бишкек, БГУ, Гагарина/джунусалиева",105 серия,45.0,1.0,среднее,,,,проводной,1.0,1.0,частично меблирована,ламинат,,,совмещенный,бронированная,рядом охраняемая стоянка,56500,42.8504,74.5817,Бишкек,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,97.27,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,97270,42.818,74.6088,Бишкек,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Восток-5 м-н",элитка,98.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,112000,42.8727,74.6336,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,1,"Бишкек, 7 м-н",105 серия,44.0,1.0,хорошее,,,,,,,,,,,,бронированная,,53900,42.8316,74.6217,Бишкек,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,3,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,108.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,118800,42.8195,74.6155,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019
собственник,1,"Бишкек, Сквер Тоголок Молдо, Манасчы Сагынбая 168",элитка,41.0,1.0,под самоотделку (псо),,,рассмотрю варианты,оптика,1.0,1.0,,,3.2,1.0,раздельный,бронированная,паркинг,52000,42.8713,74.5939,Бишкек,13,16,1,1,1,0,1,1,1,1,1,0,1,1,1,0,монолитный,2024
агент,1,"Бишкек, Тунгуч м-н",элитка,45.0,1.0,евроремонт,,,,,,,,,,,совмещенный,,,57000,42.8535,74.6884,Бишкек,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
собственник,3,"Бишкек, Восточный автовокзал, Осмонкула 299 299",индивид. планировка,64.0,1.0,хорошее,,1.0,рассмотрю варианты,оптика,1.0,1.0,полностью меблирована,линолеум,2.8,1.0,раздельный,бронированная,гараж,57000,42.8932,74.6272,Бишкек,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,кирпичный,
агент,1,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",106 серия,43.0,1.0,евроремонт,,,,,,,,,,,,,,51000,42.8566,74.6386,Бишкек,2,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2021
собственник,1,"Бишкек Ленинский район,  ул. Барпы Алыкулова/Южная Магистраль 13",элитка,40.25,1.0,не достроено,,,,,,,,,,,,,,32000,42.8236,74.5127,Бишкек,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2026
агент,4,"Бишкек, ЖД вокзал, Орозбекова 1",элитка,146.0,1.0,евроремонт,,1.0,,проводной,1.0,1.0,полностью меблирована,паркет,3.0,1.0,2 с/у и более,бронированная,рядом охраняемая стоянка,220000,42.865,74.6023,Бишкек,6,10,1,1,1,0,1,1,0,1,1,0,1,1,1,0,монолитный,2016
собственник,3,"Бишкек, 6 м-н, Айтиева",104 серия,58.0,1.0,евроремонт,0.0,,,проводной,1.0,1.0,частично меблирована,ламинат,2.6,1.0,совмещенный,бронированная,,88500,42.8215,74.6236,Бишкек,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,панельный,1970
собственник,3,"Бишкек, Московская - Белинка",элитка,92.0,1.0,евроремонт,,1.0,,проводной,1.0,1.0,частично меблирована,ламинат,,,раздельный,металлическая,паркинг,130000,42.8675,74.5904,Бишкек,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
собственник,3,"Бишкек, Магистраль, Аалы Токомбаева",элитка,124.0,1.0,евроремонт,,,,проводной,,1.0,частично меблирована,ламинат,,,раздельный,металлическая,паркинг,131000,42.8177,74.622,Бишкек,12,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
собственник,2,"Бишкек, Магистраль, А.Токомбаева/А.Куттубаева",элитка,61.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,0.0,пустая,пробковое,3.0,1.0,раздельный,нет,паркинг,52000,42.8157,74.6234,Бишкек,13,14,1,1,1,0,1,0,1,0,0,0,0,0,1,0,монолитный,2024
собственник,2,"Бишкек, Джальская больница,  ул. Айни 95",элитка,64.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.0,1.0,раздельный,бронированная,паркинг,67200,42.8489,74.5704,Бишкек,6,12,1,1,1,0,0,1,0,0,0,0,0,0,1,0,монолитный,2023
агент,4,"Бишкек, 7 м-н, 7 мкр. дом 16/1 (Юнусалиева / Сухэ Батора)",элитка,135.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.3,1.0,раздельный,бронированная,паркинг,127000,42.8282,74.619,Бишкек,3,15,1,1,1,0,1,1,1,1,0,0,0,0,1,0,монолитный,2024
собственник,5,"Бишкек, Советская - Скрябина, Советская 17/2/Медерова",элитка,268.0,1.0,хорошее,0.0,0.0,обмен не предлагать,adsl,1.0,1.0,частично меблирована,ламинат,3.0,1.0,раздельный,бронированная,паркинг,279000,42.8507,74.6101,Бишкек,7,10,1,1,1,0,1,1,0,0,1,0,1,1,1,0,кирпичный,2015
агент,2,"Бишкек, Джальская больница, Ахунбаева - Тыналиева",элитка,86.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,adsl,1.0,1.0,пустая,ламинат,3.0,1.0,раздельный,бронированная,паркинг,79120,42.8454,74.5698,Бишкек,9,12,1,1,1,0,0,1,0,0,0,0,0,0,1,0,монолитный,2025
агент,3,"Бишкек, Джальская больница,  ул. Айни 95",элитка,83.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.0,1.0,раздельный,бронированная,паркинг,93000,42.8489,74.5704,Бишкек,5,12,1,1,1,0,1,1,0,0,0,0,0,0,1,0,монолитный,2023
собственник,4,"Бишкек, Джальская больница,  ул. Айни 95",элитка,128.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,пустая,,3.0,1.0,раздельный,бронированная,паркинг,109000,42.8485,74.5702,Бишкек,9,10,1,1,1,0,0,1,0,0,0,0,0,0,1,0,монолитный,2023
собственник,3,"Бишкек, Магистраль, Южная Магистраль/Малдыбаева",элитка,130.0,1.0,под самоотделку (псо),1.0,,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.4,1.0,раздельный,бронированная,паркинг,214500,42.8249,74.5976,Бишкек,11,15,1,1,1,0,1,1,1,1,0,0,0,0,1,0,кирпичный,2024
собственник,3,"Бишкек, Верхний Джал м-н, Тыналиева 7/Тыналиева 1а",элитка,91.0,1.0,евроремонт,0.0,1.0,обмен не предлагать,adsl,1.0,1.0,частично меблирована,ламинат,3.0,1.0,раздельный,бронированная,паркинг,121000,42.8335,74.5687,Бишкек,4,9,1,1,0,1,1,1,0,0,1,0,1,1,1,0,монолитный,2015
собственник,3,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",элитка,139.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,,пробковое,3.3,1.0,раздельный,бронированная,паркинг,179310,42.8224,74.611,Бишкек,12,14,1,1,1,0,1,1,1,1,0,0,0,0,1,0,монолитный,2022
собственник,2,"Бишкек, Магистраль, Малдыбаева 279",элитка,68.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.2,1.0,раздельный,бронированная,паркинг,88500,42.8248,74.5976,Бишкек,10,13,1,1,1,1,1,1,1,1,0,0,0,0,1,0,монолитный,2022
собственник,3,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,112.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.4,1.0,раздельный,бронированная,паркинг,98000,42.8644,74.5878,Бишкек,19,20,1,1,1,1,1,1,1,1,0,0,0,0,1,0,монолитный,2024
собственник,2,"Бишкек, Алматинка - Магистраль, 12 мкр, ул. А. Токомбаева/Саякбай Каралаев",элитка,88.0,1.0,под самоотделку (псо),0.0,0.0,обмен не предлагать,adsl,1.0,1.0,пустая,пробковое,3.0,1.0,раздельный,бронированная,паркинг,73040,42.8112,74.6409,Бишкек,12,13,1,1,1,1,1,1,1,1,0,0,0,0,1,0,монолитный,2024
агент,1,"Бишкек, Магистраль, Куттубаева 15/4/Южная Магистраль",элитка,36.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,37800,42.8154,74.6217,Бишкек,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,2,"Бишкек, Учкун ж/м, Ауэзова 6/1",элитка,28.0,1.0,евроремонт,,,,,,,,,3.0,,,,,39900,42.8702,74.6912,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,монолитный,2017
агент,1,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,42.92,1.0,под самоотделку (псо),,,,,,,,,,,,,,47212,42.8644,74.5878,Бишкек,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025
собственник,3,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",элитка,73.2,1.0,под самоотделку (псо),,,,,,1.0,,,3.0,,2 с/у и более,бронированная,,88000,42.8176,74.6247,Бишкек,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,1,"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",элитка,40.32,1.0,под самоотделку (псо),,,,,,,,,,,,,,44352,42.8644,74.5878,Бишкек,8,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,109.0,1.0,под самоотделку (псо),,,,,,,,,3.1,,раздельный,,,98100,42.8223,74.6161,Бишкек,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
собственник,4,"Бишкек, Сквер Тоголок Молдо, Московская 154/Исанова",сталинка,84.0,1.0,евроремонт,,,,,1.0,,,паркет,,1.0,,металлическая,,136000,42.8698,74.5914,Бишкек,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,3,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,104.0,,под самоотделку (псо),,,,,,,,,3.0,,,бронированная,,95680,42.8192,74.6031,Бишкек,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,108.0,1.0,под самоотделку (псо),,,,,,,,,3.1,,раздельный,,,108000,42.8223,74.6161,Бишкек,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,3,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",элитка,104.0,1.0,под самоотделку (псо),,,,,,,,,3.1,,раздельный,,,85280,42.8223,74.6161,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,1,"Бишкек, 12 м-н",106 серия,39.0,,хорошее,,,обмен не предлагать,,1.0,1.0,частично меблирована,,,,,,,57000,42.8135,74.6368,Бишкек,7,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,1991
агент,2,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",элитка,79.0,,под самоотделку (псо),,,,,,,,,3.0,,,бронированная,,79000,42.8192,74.6031,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022
агент,2,"Бишкек, Ошский рынок, Рыскулова 110",элитка,80.0,,под самоотделку (псо),,,,,,,,,3.0,,,бронированная,,58400,42.8796,74.5667,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,4,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,137.0,1.0,под самоотделку (псо),,,обмен не предлагать,,1.0,,,,,,2 с/у и более,металлическая,,190000,42.8167,74.6245,Бишкек,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025
агент,3,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,137.0,1.0,под самоотделку (псо),,,обмен не предлагать,,1.0,1.0,,,3.3,,2 с/у и более,,,190000,42.8167,74.6245,Бишкек,7,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2025
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,90.0,,под самоотделку (псо),,,,,,,,,3.0,,раздельный,,,81000,42.818,74.6088,Бишкек,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,2,"Бишкек, Военторг, Тоголок Молдо/Токтогула",элитка,64.0,1.0,евроремонт,,,,,,,,,3.1,,,,,120000,42.8726,74.596,Бишкек,11,14,0,0,0,0,0,0,0,0,1,0,1,1,1,0,кирпичный,2021
агент,3,"Бишкек, Рабочий Городок,  ул.Льва Толстого/Садырбаева",элитка,87.0,1.0,евроремонт,,,,,,,,,2.8,,раздельный,,,60900,42.8653,74.569,Бишкек,6,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
агент,1,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",элитка,48.0,,евроремонт,,,,,,,,,3.3,,,бронированная,,85000,42.8189,74.6133,Бишкек,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022
