Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Ценна сом,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Material,Year,"Стоимость, доллар США за 1 кв.м"
агент,2,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева",элитка,70.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,78000,6906120,42.8427,74.5649,Бишкек,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1114.2857142857142
агент,3,"Бишкек, Магистраль, Бакаева/Ю. Магистраль",элитка,127.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.8,0,нет,бронированная,нет,165000,14609100,42.8289,74.5769,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2018,1299.2125984251968
агент,1,"Бишкек, Джал-23 м-н (Нижний Джал)",105 серия,43.0,1,среднее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,50000,4427000,42.8424,74.5651,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1162.7906976744187
агент,3,"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",элитка,112.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,161000,14254940,42.8177,74.6247,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1437.5
агент,2,"Бишкек, 7 м-н",104 серия,44.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,62500,5533750,42.8308,74.6183,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1420.4545454545455
агент,2,"Бишкек, Баха, Джал-15",элитка,77.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,2 с/у и более,бронированная,нет,87500,7747250,42.8461,74.5623,Бишкек,6,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2019,1136.3636363636363
агент,2,"Бишкек, Баха, Джал-15",элитка,77.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,87500,7747250,42.8461,74.5623,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1136.3636363636363
агент,1,"Бишкек, Восток-5 м-н, Армейская 50/1",элитка,41.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,55000,4869700,42.8697,74.6327,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1341.4634146341464
агент,1,"Бишкек, Джальская больница, Ахунбаева/Тыналиева",элитка,41.5,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,41000,3630140,42.8451,74.5709,Бишкек,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,987.9518072289156
агент,2,"Бишкек, 12 м-н, 12 мкр., ул. Токомбаева/Саякбая Каралаева",элитка,48.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,75000,6640500,42.8128,74.6403,Бишкек,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1562.5
агент,3,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",элитка,105.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,102000,9031080,42.8113,74.6221,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,971.4285714285714
агент,1,"Бишкек, Магистраль",элитка,51.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,68700,6082698,42.8189,74.6164,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1347.0588235294117
агент,1,"Бишкек, 12 м-н, 12 микрорайон (за Мечетью)",элитка,40.0,1,хорошее,0,0,обмен не предлагать,нет,1,0,пустая,ламинат,2.8,0,совмещенный,бронированная,нет,64500,5710830,42.8125,74.6374,Бишкек,1,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2017,1612.5
агент,3,"Бишкек, Магистраль",элитка,158.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,176960,15668038,42.8284,74.5773,Бишкек,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2022,1120.0
агент,2,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",элитка,75.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,90000,7968600,42.8353,74.6413,Бишкек,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023,1200.0
агент,3,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,125.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,137500,12174250,42.8195,74.6155,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,1100.0
агент,2,"Бишкек, Магистраль, Токомбаева/Сухэ Батора",элитка,80.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,125000,11067500,42.8227,74.6147,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1562.5
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,73.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,114000,10093560,42.8188,74.6162,Бишкек,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1561.6438356164383
собственник,2,"Бишкек, Асанбай м-н",105 серия,48.1,1,хорошее,0,0,обмен не предлагать,нет,1,1,пустая,линолеум,2.9796183723797784,0,раздельный,металлическая,нет,65500,5799370,42.8181,74.6265,Бишкек,1,5,1,0,0,1,0,0,1,0,1,0,1,0,0,0,панельный,1986,1361.7463617463618
агент,4,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",элитка,117.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,140000,12395600,42.8459,74.5828,Бишкек,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1196.5811965811965
агент,2,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",элитка,69.3,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,82500,7304550,42.8459,74.5828,Бишкек,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1190.4761904761906
агент,3,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",элитка,103.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,113500,10049290,42.8176,74.6247,Бишкек,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1101.9417475728155
агент,4,"Бишкек Октябрьский район, Байтик-Баатыра, вдоль реки Ала-Арча",элитка,108.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.2,0,нет,бронированная,нет,220000,19478800,42.8154,74.594,Бишкек,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2019,2037.037037037037
агент,3,"Бишкек, Джал-29 м-н",106 серия,82.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,105000,9296700,42.8321,74.567,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1280.4878048780488
агент,3,"Бишкек, Московская - Белинка, боконбаева/белинка",элитка,146.7,1,евроремонт,0,0,обмен не предлагать,проводной,0,1,полностью меблирована,ламинат,2.9796183723797784,1,2 с/у и более,бронированная,нет,270000,23905800,42.8675,74.5895,Бишкек,8,12,1,1,1,0,0,0,1,0,0,0,1,0,1,0,кирпичный,2022,1840.4907975460123
агент,3,"Бишкек, Улан-2 м-н",106 серия,88.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,79990,7082315,42.8458,74.6345,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,908.9772727272727
агент,1,"Бишкек, АЮ Grand,  ул.Анкар  1/19",элитка,42.13,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,52000,4604080,42.8565,74.672,Бишкек,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024,1234.2748635176833
агент,2,"Бишкек, Учкун м-н",106 серия,62.0,1,хорошее,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,62500,5533750,42.8706,74.6958,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2022,1008.0645161290323
агент,2,"Бишкек, КНУ, Тимирязева/Жумабека",элитка,67.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,82900,7339966,42.884,74.581,Бишкек,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022,1237.313432835821
агент,1,"Бишкек, Джальская больница, Ахунбаева - Тыналиева",элитка,46.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,59800,5294692,42.8454,74.5698,Бишкек,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1300.0
агент,2,"Бишкек, Верхний Джал м-н",элитка,80.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,96500,8544110,42.8347,74.5686,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,1206.25
агент,2,"Бишкек, Горького - Алма-Атинская, Горького",элитка,81.0,1,под самоотделку (псо),0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,75500,6684770,42.8568,74.6308,Бишкек,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024,932.0987654320987
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,41.6,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,55000,4869700,42.8451,74.5654,Бишкек,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023,1322.1153846153845
агент,4,"Бишкек, 8 м-н",элитка,138.0,0,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,2.9796183723797784,0,нет,бронированная,нет,320000,28332800,42.8276,74.6123,Бишкек,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2022,2318.840579710145
агент,3,"Бишкек, Кок-Жар ж/м, Шабдан Баатыра/Шоокум",элитка,90.0,1,евроремонт,0,0,обмен не предлагать,нет,0,0,пустая,ламинат,3.0,0,нет,бронированная,нет,106000,9385240,42.85,74.6347,Бишкек,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021,1177.7777777777778
